,市町村名,世帯数,総人口,男性,女性,人口性比（女=100）,1世帯当たり人員,純増減,出生者,死亡者,自然増減,転入者_総数,転入者_県内,転入者_県外,転入者_その他,転出者_総数,転出者_県内,転出者_県外,転出者_その他,社会増減,人口増減率
0,上天草市,9753,22701,10676,12025,88.78170478170479,2.3275915103045217,-765,110,523,-413,467,241,194,32,819,568,225,26,-352,-3.2600357964714908
