,市町村名,出生,死亡,自然増減,自然増減率,転入_県外,転入_県内,転入_その他,転入_計,転出_県外,転出_県内,転出_その他,転出_計,社会増減,社会増減率,人口増減数,人口増減率,2003年総計
0,南 城 市,426,510,-84,-0.1866915588745166,658,1819,33,2510,652,1147,13,1812,698,1.5513179535049118,614,1.3646263946303951,45608
